Command Sent Home Command - #0,5,00111111*79ad  * 08-04-2025 14:21:44.115
Command Sent READ TEMPERATURE - #11,11*b542  * 08-04-2025 17:00:00.146
CRC-Response  - 11,11,F000,447*8cc0 * 08-04-2025 17:00:00.392
Command Sent READ TEMPERATURE - #12,11*f142  * 08-04-2025 17:00:15.575
CRC-Response  - 12,11,F000,545*4e15 * 08-04-2025 17:00:15.782
Command Sent READ TEMPERATURE - #13,11*0d43  * 08-04-2025 17:00:31.969
CRC-Response  - 13,11,F000,545*cf17 * 08-04-2025 17:00:32.181
Command Sent WATER VALVE - 2 CONTROL ON - #14,13,2,1*2ac8  * 08-04-2025 17:00:39.473
CRC-Response  - 14,13,F000*24f0 * 08-04-2025 17:00:39.698
Command Sent Rack-9 Picked from J8 - #15,2,2,35714,800,0,0*e511  * 08-04-2025 17:00:46.473
CRC-Response  - 15,2,I001,2*bec3 * 08-04-2025 17:00:46.692
CRC-Response  - 15,2,F000,2*8192 * 08-04-2025 17:00:55.881
RA Picked Rack From J8 * 08-04-2025 17:00:55.894
Command Sent RA-1 Movement - #16,1,1,64754,800 ,0*dc03  * 08-04-2025 17:00:56.441
CRC-Response  - 16,1,I001,1*a533 * 08-04-2025 17:00:56.660
CRC-Response  - 16,1,F000,1*9a62 * 08-04-2025 17:00:57.390
RA Moved to assigned Location * 08-04-2025 17:00:57.396
Command Sent Rack-9 Placed in W2 - #17,3,2,46604,800,0,0*b763  * 08-04-2025 17:00:57.848
CRC-Response  - 17,3,I001,2*b8a3 * 08-04-2025 17:00:58.66
CRC-Response  - 17,3,F000,2*87f2 * 08-04-2025 17:01:04.485
RA Placed Rack in W2 * 08-04-2025 17:01:04.488
Command Sent RA2 Home Command - #18,5,00111000*aef9  * 08-04-2025 17:01:04.805
CRC-Response  - 18,5,I001,00111000*5be9 * 08-04-2025 17:01:05.13
CRC-Response  - 18,5,F000*2129 * 08-04-2025 17:01:05.552
Command Sent RA2 Home Command - #19,5,00111000*6d04  * 08-04-2025 17:01:07.243
CRC-Response  - 19,5,I001,00111000*cbb8 * 08-04-2025 17:01:07.462
CRC-Response  - 19,5,F000*ede8 * 08-04-2025 17:01:07.487
Command Sent READ TEMPERATURE - #20,11*4907  * 08-04-2025 17:01:09.197
CRC-Response  - 20,11,F000,545*0f11 * 08-04-2025 17:01:09.409
Command Sent Rack-7 Picked from J22 - #21,2,2,24824,8590,0,0*72b4  * 08-04-2025 17:01:17.318
CRC-Response  - 21,2,I001,2*2f8d * 08-04-2025 17:01:17.539
CRC-Response  - 21,2,F000,2*10dc * 08-04-2025 17:01:25.507
RA Picked Rack From J22 * 08-04-2025 17:01:25.510
Command Sent Rack-7 Placed in J23 - #22,3,2,21194,8590,0,0*8094  * 08-04-2025 17:01:25.788
CRC-Response  - 22,3,I001,2*ecbc * 08-04-2025 17:01:25.995
CRC-Response  - 22,3,F000,2*d3ed * 08-04-2025 17:01:31.612
RA Placed Rack in J23 * 08-04-2025 17:01:31.615
Command Sent READ TEMPERATURE - #23,11*0d07  * 08-04-2025 17:01:36.309
CRC-Response  - 23,11,F000,545*cc14 * 08-04-2025 17:01:36.521
Command Sent Rack-12 Picked from J1 - #24,2,2,10304,800,0,0*9127  * 08-04-2025 17:01:36.776
CRC-Response  - 24,2,I001,2*3f9d * 08-04-2025 17:01:36.987
CRC-Response  - 24,2,F000,2*00cc * 08-04-2025 17:01:43.403
RA Picked Rack From J1 * 08-04-2025 17:01:43.412
Command Sent Rack-12 Placed in J2 - #25,3,2,13934,800,0,0*2e9e  * 08-04-2025 17:01:43.727
CRC-Response  - 25,3,I001,2*360d * 08-04-2025 17:01:43.946
CRC-Response  - 25,3,F000,2*095c * 08-04-2025 17:01:49.544
RA Placed Rack in J2 * 08-04-2025 17:01:49.551
Command Sent Rack-11 Picked from J3 - #26,2,2,17564,800,0,0*7555  * 08-04-2025 17:01:53.491
CRC-Response  - 26,2,I001,2*f53c * 08-04-2025 17:01:53.711
CRC-Response  - 26,2,F000,2*ca6d * 08-04-2025 17:01:59.305
RA Picked Rack From J3 * 08-04-2025 17:01:59.309
Command Sent Rack-11 Placed in J4 - #27,3,2,21194,800,0,0*d211  * 08-04-2025 17:01:59.939
CRC-Response  - 27,3,I001,2*fcac * 08-04-2025 17:02:00.153
5 Secconds Timer increments in Jar W6 for R8 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:02:05.371
CRC-Response  - 27,3,F000,2*c3fd * 08-04-2025 17:02:05.758
RA Placed Rack in J4 * 08-04-2025 17:02:05.766
Command Sent WATER VALVE - 6 CONTROL OFF - #28,13,6,0*8e5c  * 08-04-2025 17:02:10.544
CRC-Response  - 28,13,F000*2b55 * 08-04-2025 17:02:10.762
Command Sent Rack-8 Picked from W6 - #29,2,1,42974,8590,0,0*05f6  * 08-04-2025 17:02:10.963
CRC-Response  - 29,2,I001,1*c44c * 08-04-2025 17:02:11.176
CRC-Response  - 29,2,F000,1*fb1d * 08-04-2025 17:02:18.828
RA Picked Rack From W6 * 08-04-2025 17:02:18.833
Command Sent RA-2 Movement - #30,1,2,2688,800 ,0*d313  * 08-04-2025 17:02:19.371
CRC-Response  - 30,1,I001,2*0398 * 08-04-2025 17:02:19.581
CRC-Response  - 30,1,F000,2*3cc9 * 08-04-2025 17:02:22.506
RA Moved to assigned Location * 08-04-2025 17:02:22.510
Command Sent Rack-8 Dipped in J19 - #31,17,1,35714,8590,1,1,1*8c67  * 08-04-2025 17:02:22.778
CRC-Response  - 31,17,I001,1*c821 * 08-04-2025 17:02:22.987
CRC-Response  - 31,17,F000,1*f770 * 08-04-2025 17:02:28.797
Command Sent Rack-8 Placed in J20 - #32,3,1,32084,8590,0,0*9d38  * 08-04-2025 17:02:29.260
CRC-Response  - 32,3,I001,1*11f8 * 08-04-2025 17:02:29.480
CRC-Response  - 32,3,F000,1*2ea9 * 08-04-2025 17:02:35.92
RA Placed Rack in J20 * 08-04-2025 17:02:35.95
Command Sent RA1 Home Command - #33,5,00000111*4ab7  * 08-04-2025 17:02:35.697
CRC-Response  - 33,5,I001,00000111*ac93 * 08-04-2025 17:02:35.912
CRC-Response  - 33,5,F000*f271 * 08-04-2025 17:02:36.465
11 Seconds Timer increments in Jar W1 for R10 as Command Execution under process in other function and timer updated for tmr_r2_incub() * 08-04-2025 17:02:36.752
Command Sent RA1 Home Command - #34,5,00000111*8142  * 08-04-2025 17:02:38.206
CRC-Response  - 34,5,I001,00000111*9d21 * 08-04-2025 17:02:38.415
CRC-Response  - 34,5,F000*1430 * 08-04-2025 17:02:38.421
Command Sent WATER VALVE - 1 CONTROL OFF - #35,13,1,0*4621  * 08-04-2025 17:02:47.901
CRC-Response  - 35,13,F000*7e5c * 08-04-2025 17:02:48.117
Command Sent Rack-10 Picked from W1 - #36,2,1,42974,800,0,0*3945  * 08-04-2025 17:02:48.326
CRC-Response  - 36,2,I001,1*0878 * 08-04-2025 17:02:48.533
CRC-Response  - 36,2,F000,1*3729 * 08-04-2025 17:02:56.319
RA Picked Rack From W1 * 08-04-2025 17:02:56.323
Command Sent RA-2 Movement - #37,1,2,2688,800 ,0*e2a1  * 08-04-2025 17:02:56.755
CRC-Response  - 37,1,I001,2*d929 * 08-04-2025 17:02:56.976
CRC-Response  - 37,1,F000,2*e678 * 08-04-2025 17:02:57.704
RA Moved to assigned Location * 08-04-2025 17:02:57.721
Command Sent Rack-10 Placed in J8 - #38,3,1,35714,800,0,0*3b54  * 08-04-2025 17:02:58.153
CRC-Response  - 38,3,I001,1*31d8 * 08-04-2025 17:02:58.367
CRC-Response  - 38,3,F000,1*0e89 * 08-04-2025 17:03:04.391
RA Placed Rack in J8 * 08-04-2025 17:03:04.396
Command Sent RA1 Home Command - #39,5,00000111*52af  * 08-04-2025 17:03:05.84
CRC-Response  - 39,5,I001,00000111*0eb5 * 08-04-2025 17:03:05.304
CRC-Response  - 39,5,F000*8df1 * 08-04-2025 17:03:05.854
Command Sent RA1 Home Command - #40,5,00000111*09b8  * 08-04-2025 17:03:07.583
CRC-Response  - 40,5,I001,00000111*29d2 * 08-04-2025 17:03:07.792
CRC-Response  - 40,5,F000*d717 * 08-04-2025 17:03:07.802
Command Sent READ TEMPERATURE - #41,11*b58e  * 08-04-2025 17:03:08.800
CRC-Response  - 41,11,F000,545*8815 * 08-04-2025 17:03:09.12
Command Sent READ TEMPERATURE - #42,11*f18e  * 08-04-2025 17:03:24.201
CRC-Response  - 42,11,F000,545*4b10 * 08-04-2025 17:03:24.456
Command Sent READ TEMPERATURE - #43,11*0d8f  * 08-04-2025 17:03:39.675
CRC-Response  - 43,11,F000,545*ca12 * 08-04-2025 17:03:39.895
Command Sent READ TEMPERATURE - #44,11*798e  * 08-04-2025 17:03:56.79
CRC-Response  - 44,11,F000,545*8d19 * 08-04-2025 17:03:56.289
Command Sent WATER VALVE - 2 CONTROL OFF - #45,13,2,0*76f7  * 08-04-2025 17:04:04.803
CRC-Response  - 45,13,F000*a4ed * 08-04-2025 17:04:05.18
Command Sent Rack-9 Picked from W2 - #46,2,1,46604,800,0,0*8f80  * 08-04-2025 17:04:05.225
CRC-Response  - 46,2,I001,1*7c62 * 08-04-2025 17:04:05.434
CRC-Response  - 46,2,F000,1*4333 * 08-04-2025 17:04:12.813
RA Picked Rack From W2 * 08-04-2025 17:04:12.816
Command Sent Rack-9 Dipped in J9 - #47,17,1,39344,800,1,1,1*ccb8  * 08-04-2025 17:04:13.696
CRC-Response  - 47,17,I001,1*8bca * 08-04-2025 17:04:13.908
CRC-Response  - 47,17,F000,1*b49b * 08-04-2025 17:04:19.721
Command Sent Rack-9 Placed in W2 - #48,3,1,46604,800,0,0*f6bb  * 08-04-2025 17:04:20.661
CRC-Response  - 48,3,I001,1*45c2 * 08-04-2025 17:04:20.879
CRC-Response  - 48,3,F000,1*7a93 * 08-04-2025 17:04:26.896
RA Placed Rack in W2 * 08-04-2025 17:04:26.904
Command Sent READ TEMPERATURE - #49,11*d58c  * 08-04-2025 17:04:30.812
CRC-Response  - 49,11,F000,545*c00a * 08-04-2025 17:04:31.26
Command Sent Rack-7 Picked from J23 - #50,2,2,21194,8590,0,0*29ca  * 08-04-2025 17:04:32.214
CRC-Response  - 50,2,I001,2*9ec6 * 08-04-2025 17:04:32.435
CRC-Response  - 50,2,F000,2*a197 * 08-04-2025 17:04:39.697
RA Picked Rack From J23 * 08-04-2025 17:04:39.701
Command Sent Rack-7 Placed in J24 - #51,3,2,17564,8590,0,0*1a6d  * 08-04-2025 17:04:40.157
CRC-Response  - 51,3,I001,2*9756 * 08-04-2025 17:04:40.373
CRC-Response  - 51,3,F000,2*a807 * 08-04-2025 17:04:45.973
RA Placed Rack in J24 * 08-04-2025 17:04:45.978
Command Sent READ TEMPERATURE - #52,11*31b3  * 08-04-2025 17:04:50.221
CRC-Response  - 52,11,F000,545*8a10 * 08-04-2025 17:04:50.434
Command Sent READ TEMPERATURE - #53,11*cdb2  * 08-04-2025 17:05:05.616
CRC-Response  - 53,11,F000,545*0b12 * 08-04-2025 17:05:05.867
Command Sent Rack-11 Picked from J4 - #54,2,2,21194,800,0,0*b1b1  * 08-04-2025 17:05:06.344
CRC-Response  - 54,2,I001,2*4b87 * 08-04-2025 17:05:06.558
CRC-Response  - 54,2,F000,2*74d6 * 08-04-2025 17:05:12.346
RA Picked Rack From J4 * 08-04-2025 17:05:12.359
Command Sent Rack-11 Placed in J5 - #55,3,2,24824,800,0,0*a88e  * 08-04-2025 17:05:12.731
CRC-Response  - 55,3,I001,2*4217 * 08-04-2025 17:05:12.944
CRC-Response  - 55,3,F000,2*7d46 * 08-04-2025 17:05:18.557
RA Placed Rack in J5 * 08-04-2025 17:05:18.655
Command Sent Home Command - #56,5,00111111*6d8f  * 08-04-2025 17:05:20.820
CRC-Response  - 56,5,I001,00111111*995d * 08-04-2025 17:05:21.33
CRC-Response  - 56,5,F000*6d9a * 08-04-2025 17:05:21.58
Command Sent HEATER DOOR OPEN - #57,8,1,1*c1e7  * 08-04-2025 17:05:21.718
CRC-Response  - 57,8,I001*6898 * 08-04-2025 17:05:21.926
CRC-Response  - 57,8,F000*bc5a * 08-04-2025 17:05:22.269
Rack - 14Protocol Started * 08-04-2025 17:05:22.447
Command Sent Rack-14 Picked from L2 - #58,2,2,13934,16380,0,0*c1f9  * 08-04-2025 17:05:22.651
CRC-Response  - 58,2,I001,2*7447 * 08-04-2025 17:05:22.859
Rack Unloaded From U5 * 08-04-2025 17:05:24.324
Rack Unloaded From U6 * 08-04-2025 17:05:28.195
CRC-Response  - 58,2,F000,2*4b16 * 08-04-2025 17:05:29.635
RA Picked Rack From L2 * 08-04-2025 17:05:29.639
Command Sent Rack-14 Placed in H2 - #59,3,2,2688,8700,0,1*21d0  * 08-04-2025 17:05:30.99
CRC-Response  - 59,3,I001,2*7dd7 * 08-04-2025 17:05:30.313
5 Secconds Timer increments in Jar J20 for R8 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:05:35.534
CRC-Response  - 59,3,F000,2*4286 * 08-04-2025 17:05:36.772
RA Placed Rack in H2 * 08-04-2025 17:05:36.776
Command Sent HEATER DOOR CLOSE - #60,8,1,0*d410  * 08-04-2025 17:05:37.547
CRC-Response  - 60,8,I001*7ecd * 08-04-2025 17:05:37.764
CRC-Response  - 60,8,F000*aa0f * 08-04-2025 17:05:38.105
Command Sent READ TEMPERATURE - #61,11*75f7  * 08-04-2025 17:05:38.452
CRC-Response  - 61,11,F000,545*4a16 * 08-04-2025 17:05:38.661
Command Sent Rack-8 Picked from J20 - #62,2,2,32084,8590,0,0*c57c  * 08-04-2025 17:05:40.713
CRC-Response  - 62,2,I001,2*1068 * 08-04-2025 17:05:40.926
CRC-Response  - 62,2,F000,2*2f39 * 08-04-2025 17:05:49.403
RA Picked Rack From J20 * 08-04-2025 17:05:49.412
Command Sent Rack-8 Placed in J21 - #63,3,2,28454,8590,0,0*40c2  * 08-04-2025 17:05:49.650
CRC-Response  - 63,3,I001,2*19f8 * 08-04-2025 17:05:49.869
CRC-Response  - 63,3,F000,2*26a9 * 08-04-2025 17:05:55.474
RA Placed Rack in J21 * 08-04-2025 17:05:55.480
Command Sent READ TEMPERATURE - #64,11*b9f7  * 08-04-2025 17:06:00.358
CRC-Response  - 64,11,F000,545*4f1a * 08-04-2025 17:06:00.571
Command Sent READ TEMPERATURE - #65,11*45f6  * 08-04-2025 17:06:15.739
CRC-Response  - 65,11,F000,545*ce18 * 08-04-2025 17:06:15.954
Command Sent READ TEMPERATURE - #66,11*01f6  * 08-04-2025 17:06:31.143
CRC-Response  - 66,11,F000,545*0d1d * 08-04-2025 17:06:31.351
Command Sent READ TEMPERATURE - #67,11*fdf7  * 08-04-2025 17:06:47.549
CRC-Response  - 67,11,F000,545*8c1f * 08-04-2025 17:06:47.765
Command Sent Rack-12 Picked from J2 - #68,2,2,13934,800,0,0*9710  * 08-04-2025 17:06:50.205
CRC-Response  - 68,2,I001,2*3048 * 08-04-2025 17:06:50.415
CRC-Response  - 68,2,F000,2*0f19 * 08-04-2025 17:06:57.248
RA Picked Rack From J2 * 08-04-2025 17:06:57.261
Command Sent Rack-12 Placed in J3 - #69,3,2,17564,800,0,0*74a2  * 08-04-2025 17:06:57.639
CRC-Response  - 69,3,I001,2*39d8 * 08-04-2025 17:06:57.860
CRC-Response  - 69,3,F000,2*0689 * 08-04-2025 17:07:03.450
RA Placed Rack in J3 * 08-04-2025 17:07:03.456
Command Sent READ TEMPERATURE - #70,11*49cb  * 08-04-2025 17:07:08.213
CRC-Response  - 70,11,F000,545*0a14 * 08-04-2025 17:07:08.419
Command Sent READ TEMPERATURE - #71,11*b5ca  * 08-04-2025 17:07:26.603
CRC-Response  - 71,11,F000,-273*1aad * 08-04-2025 17:07:26.855
Command Sent WATER VALVE - 2 CONTROL OFF - #72,13,2,0*60a2  * 08-04-2025 17:07:27.653
CRC-Response  - 72,13,F000*9b3b * 08-04-2025 17:07:27.862
Command Sent Rack-9 Picked from W2 - #73,2,1,46604,800,0,0*7008  * 08-04-2025 17:07:28.96
CRC-Response  - 73,2,I001,1*287d * 08-04-2025 17:07:28.313
CRC-Response  - 73,2,F000,1*172c * 08-04-2025 17:07:35.671
RA Picked Rack From W2 * 08-04-2025 17:07:35.677
Command Sent Rack-9 Dipped in J18 - #74,17,1,39344,8590,1,1,1*f2ef  * 08-04-2025 17:07:36.615
CRC-Response  - 74,17,I001,1*cbc1 * 08-04-2025 17:07:36.832
CRC-Response  - 74,17,F000,1*f490 * 08-04-2025 17:07:42.642
Command Sent Rack-9 Placed in W6 - #75,3,1,42974,8590,0,0*61e2  * 08-04-2025 17:07:43.581
CRC-Response  - 75,3,I001,1*fb5c * 08-04-2025 17:07:43.788
5 Secconds Timer increments in Jar J24 for R7 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:07:47.399
CRC-Response  - 75,3,F000,1*c40d * 08-04-2025 17:07:49.406
RA Placed Rack in W6 * 08-04-2025 17:07:49.408
Command Sent Rack-7 Picked from J24 - #76,2,2,17564,8590,0,0*b3aa  * 08-04-2025 17:07:52.583
CRC-Response  - 76,2,I001,2*392d * 08-04-2025 17:07:52.793
CRC-Response  - 76,2,F000,2*067c * 08-04-2025 17:07:58.582
RA Picked Rack From J24 * 08-04-2025 17:07:58.586
Command Sent Rack-7 Placed in J25 - #77,3,2,13934,8590,0,0*c6c9  * 08-04-2025 17:07:59.30
CRC-Response  - 77,3,I001,2*30bd * 08-04-2025 17:07:59.248
CRC-Response  - 77,3,F000,2*0fec * 08-04-2025 17:08:04.839
RA Placed Rack in J25 * 08-04-2025 17:08:04.850
Command Sent READ TEMPERATURE - #78,11*29c9  * 08-04-2025 17:08:09.718
CRC-Response  - 78,11,F000,447*43db * 08-04-2025 17:08:09.927
Command Sent Rack-11 Picked from J5 - #79,2,2,24824,800,0,0*8bb5  * 08-04-2025 17:08:19.200
CRC-Response  - 79,2,I001,2*091d * 08-04-2025 17:08:19.421
CRC-Response  - 79,2,F000,2*364c * 08-04-2025 17:08:25.832
RA Picked Rack From J5 * 08-04-2025 17:08:25.838
Command Sent Rack-11 Placed in J6 - #80,3,2,28454,800,0,0*e2f1  * 08-04-2025 17:08:26.182
CRC-Response  - 80,3,I001,2*fe3c * 08-04-2025 17:08:26.388
CRC-Response  - 80,3,F000,2*c16d * 08-04-2025 17:08:31.994
RA Placed Rack in J6 * 08-04-2025 17:08:31.999
Command Sent READ TEMPERATURE - #81,11*b49e  * 08-04-2025 17:08:36.200
CRC-Response  - 81,11,F000,545*8419 * 08-04-2025 17:08:36.408
Command Sent READ TEMPERATURE - #82,11*f09e  * 08-04-2025 17:08:51.587
CRC-Response  - 82,11,F000,545*471c * 08-04-2025 17:08:51.807
Command Sent Rack-8 Picked from J21 - #83,2,2,28454,8590,0,0*927c  * 08-04-2025 17:08:56.154
CRC-Response  - 83,2,I001,2*3d0d * 08-04-2025 17:08:56.371
CRC-Response  - 83,2,F000,2*025c * 08-04-2025 17:09:02.153
RA Picked Rack From J21 * 08-04-2025 17:09:02.158
Command Sent Rack-8 Placed in J22 - #84,3,2,24824,8590,0,0*7183  * 08-04-2025 17:09:02.606
CRC-Response  - 84,3,I001,2*2b7d * 08-04-2025 17:09:02.821
CRC-Response  - 84,3,F000,2*142c * 08-04-2025 17:09:08.428
RA Placed Rack in J22 * 08-04-2025 17:09:08.443
Command Sent READ TEMPERATURE - #85,11*849f  * 08-04-2025 17:09:13.176
CRC-Response  - 85,11,F000,545*0017 * 08-04-2025 17:09:13.396
Command Sent READ TEMPERATURE - #86,11*c09f  * 08-04-2025 17:09:28.579
CRC-Response  - 86,11,F000,447*c2c2 * 08-04-2025 17:09:28.829
Command Sent READ TEMPERATURE - #87,11*3c9e  * 08-04-2025 17:09:44.1
CRC-Response  - 87,11,F000,-273*18e4 * 08-04-2025 17:09:44.226
Command Sent READ TEMPERATURE - #88,11*289d  * 08-04-2025 17:09:59.387
CRC-Response  - 88,11,F000,545*4d04 * 08-04-2025 17:09:59.643
Command Sent READ TEMPERATURE - #89,11*d49c  * 08-04-2025 17:10:14.810
CRC-Response  - 89,11,F000,545*cc06 * 08-04-2025 17:10:15.23
Command Sent READ TEMPERATURE - #90,11*88a2  * 08-04-2025 17:10:30.186
CRC-Response  - 90,11,F000,545*c41b * 08-04-2025 17:10:30.395
Command Sent READ TEMPERATURE - #91,11*74a3  * 08-04-2025 17:10:46.577
CRC-Response  - 91,11,F000,-273*1e23 * 08-04-2025 17:10:46.790
Command Sent WATER VALVE - 2 CONTROL ON - #92,13,2,1*c02f  * 08-04-2025 17:10:48.401
CRC-Response  - 92,13,F000*6e5a * 08-04-2025 17:10:48.617
Command Sent WATER VALVE - 6 CONTROL OFF - #93,13,6,0*0d6e  * 08-04-2025 17:10:50.179
CRC-Response  - 93,13,F000*fe57 * 08-04-2025 17:10:50.393
Command Sent Rack-9 Picked from W6 - #94,2,1,42974,8590,0,0*6261  * 08-04-2025 17:10:50.607
CRC-Response  - 94,2,I001,1*1af8 * 08-04-2025 17:10:50.826
CRC-Response  - 94,2,F000,1*25a9 * 08-04-2025 17:10:55.915
RA Picked Rack From W6 * 08-04-2025 17:10:55.921
Command Sent RA-2 Movement - #95,1,2,2688,800 ,0*5823  * 08-04-2025 17:10:56.592
CRC-Response  - 95,1,I001,2*cba9 * 08-04-2025 17:10:56.808
CRC-Response  - 95,1,F000,2*f4f8 * 08-04-2025 17:11:00.133
RA Moved to assigned Location * 08-04-2025 17:11:00.140
Command Sent Rack-9 Dipped in J19 - #96,17,1,35714,8590,1,1,1*1a5f  * 08-04-2025 17:11:00.991
CRC-Response  - 96,17,I001,1*a423 * 08-04-2025 17:11:01.204
5 Seconds Timer increments in Jar J8 for R10 as Command Execution under process in other function and timer updated for tmr_r2_incub() * 08-04-2025 17:11:05.238
5 Secconds Timer increments in Jar J25 for R7 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:11:05.571
CRC-Response  - 96,17,F000,1*9b72 * 08-04-2025 17:11:07.23
Command Sent Rack-9 Placed in J20 - #97,3,1,32084,8590,0,0*625e  * 08-04-2025 17:11:07.431
CRC-Response  - 97,3,I001,1*d9c9 * 08-04-2025 17:11:07.641
5 Seconds Timer increments in Jar J8 for R10 as Command Execution under process in other function and timer updated for tmr_r2_incub() * 08-04-2025 17:11:10.233
5 Secconds Timer increments in Jar J25 for R7 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:11:10.573
CRC-Response  - 97,3,F000,1*e698 * 08-04-2025 17:11:13.253
RA Placed Rack in J20 * 08-04-2025 17:11:13.257
Command Sent RA1 Home Command - #98,5,00000111*9b4a  * 08-04-2025 17:11:13.867
CRC-Response  - 98,5,I001,00000111*44c7 * 08-04-2025 17:11:14.73
CRC-Response  - 98,5,F000*e14e * 08-04-2025 17:11:14.639
11 Seconds Timer increments in Jar J8 for R10 as Command Execution under process in other function and timer updated for tmr_r2_incub() * 08-04-2025 17:11:16.103
11 Secconds Timer increments in Jar J25 for R7 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:11:16.167
Command Sent WATER VALVE - 1 CONTROL ON - #99,5,00000111*58b7  * 08-04-2025 17:11:16.337
CRC-Response  - 99,5,I001,00000111*d496 * 08-04-2025 17:11:16.549
Command Sent WATER VALVE - 1 CONTROL ON - #100,13,1,1*841f  * 08-04-2025 17:11:16.772
CRC-Response  - 99,5,F000*2d8f * 08-04-2025 17:11:21.824
CRC-Response  - 100,13,F000*3e1e * 08-04-2025 17:11:22.48
Command Sent Rack-10 Picked from J8 - #101,2,2,35714,800,0,0*26c7  * 08-04-2025 17:11:26.279
CRC-Response  - 101,2,I001,2*f259 * 08-04-2025 17:11:26.484
5 Secconds Timer increments in Jar J25 for R7 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:11:27.162
5 Secconds Timer increments in Jar J25 for R7 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:11:32.177
5 Secconds Timer increments in Jar J6 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:11:32.579
CRC-Response  - 101,2,F000,2*cd08 * 08-04-2025 17:11:35.390
RA Picked Rack From J8 * 08-04-2025 17:11:35.397
Command Sent RA-1 Movement - #102,1,1,64754,800 ,0*0b07  * 08-04-2025 17:11:35.693
CRC-Response  - 102,1,I001,1*e9a9 * 08-04-2025 17:11:35.913
CRC-Response  - 102,1,F000,1*d6f8 * 08-04-2025 17:11:36.905
RA Moved to assigned Location * 08-04-2025 17:11:36.910
Command Sent Rack-10 Placed in W2 - #103,3,2,46604,800,0,0*74b5  * 08-04-2025 17:11:37.77
CRC-Response  - 103,3,I001,2*f439 * 08-04-2025 17:11:37.292
5 Secconds Timer increments in Jar J25 for R7 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:11:37.311
5 Secconds Timer increments in Jar J6 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:11:37.576
5 Secconds Timer increments in Jar J25 for R7 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:11:41.330
5 Secconds Timer increments in Jar J6 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:11:42.582
CRC-Response  - 103,3,F000,2*cb68 * 08-04-2025 17:11:43.705
RA Placed Rack in W2 * 08-04-2025 17:11:43.710
